date,cases_total,cases_new,cases_new_7davg,cases_new_per100k_7davg,cases_doublingtime,deaths_total,deaths_new,deaths_new_7davg,deaths_new_per100k_7davg,deaths_doublingtime,cfr,cases_epi_total,cases_epi_total_percent,cases_epi_new,cases_epi_new_percent_7davg,cases_active,cases_active_change,cases_active_duration,recovered_total,recovered_new,inactive_recovered_total,inactive_recovered_new,quarantined,days_ago
2020-09-29,"9,774",72,61.7,16.8,107.3,95,0,0.43,0.12,151.2,1.04%,"5,346",54.70%,89,81.02%,604,9,11,,,"9,075",63,,384
2020-09-30,"9,825",51,62.6,17.0,106.4,97,2,0.71,0.19,91.7,1.05%,"5,388",54.84%,42,80.82%,602,-2,11,,,"9,126",51,,383
2020-10-01,"9,878",53,61.0,16.6,109.8,97,0,0.71,0.19,91.7,1.05%,"5,435",55.02%,47,80.33%,610,8,11,,,"9,171",45,,382
2020-10-02,"9,936",58,56.3,15.3,119.9,98,1,0.57,0.16,116.4,1.05%,"5,501",55.36%,66,88.83%,619,9,11,,,"9,219",48,,381
2020-10-03,"10,029",93,60.0,16.3,113.4,98,0,0.43,0.12,156.1,,,,,,,,,,,,,,380
2020-10-04,"10,078",49,60.0,16.3,114.0,98,0,0.43,0.12,156.1,,,,,,,,,,,,,,379
2020-10-05,"10,153",75,64.4,17.5,106.8,98,0,0.43,0.12,156.1,1.03%,"5,606",55.22%,105,77.38%,678,,11,,,"9,377",,,378
2020-10-06,"10,237",84,66.1,18.0,104.8,99,1,0.57,0.16,117.6,1.04%,"5,663",55.32%,57,68.47%,703,25,12,,,"9,435",58,,377
2020-10-07,"10,330",93,72.1,19.6,96.8,99,0,0.29,0.08,237.7,1.03%,"5,745",55.61%,82,70.69%,731,28,12,,,"9,500",65,,376
2020-10-08,"10,414",84,76.6,20.8,91.8,101,2,0.57,0.16,120.1,1.05%,"5,784",55.54%,39,65.11%,750,19,11,,,"9,563",63,,375
2020-10-09,"10,499",85,80.4,21.9,88.0,101,0,0.43,0.12,160.9,1.04%,"5,821",55.44%,37,56.84%,805,55,12,,,"9,593",30,,374
2020-10-10,"10,603",104,82.0,22.3,87.2,101,0,0.43,0.12,160.9,,,,,,,,,,,,,,373
2020-10-11,"10,665",62,83.9,22.8,85.7,101,0,0.43,0.12,160.9,,,,,,,,,,,,,,372
2020-10-12,"10,753",88,85.7,23.3,84.5,101,0,0.43,0.12,160.9,1.02%,"5,901",54.88%,80,49.17%,861,,11,,,"9,791",,,371
2020-10-13,"10,813",60,82.3,22.4,88.6,102,1,0.43,0.12,162.5,1.02%,"5,950",55.03%,49,49.83%,806,-55,11,,,"9,905",114,,370
2020-10-14,"10,907",94,82.4,22.4,89.3,103,1,0.57,0.16,122.5,1.02%,"5,997",54.98%,47,43.67%,831,25,11,,,"9,973",68,,369
2020-10-15,"10,984",77,81.4,22.1,91.1,103,0,0.29,0.08,247.4,1.02%,"6,041",55.00%,44,45.09%,837,6,11,,,"10,044",71,,368
